Fecha,Área,Necesidad_Personal,Proyectos_Activos,Rotacion_Empleados,Ausentismo,Horas_Extras,Clima_Laboral
2021-10-01,Recursos Humanos,25,2,0.28,8.85,2.99,6.2
2023-02-01,Operaciones,33,10,4.29,14.82,7.95,7.0
2023-08-01,IT,38,2,2.27,8.97,4.67,4.7
2022-08-01,Recursos Humanos,17,7,6.66,4.31,8.07,9.3
2020-07-01,Finanzas,25,8,8.76,2.05,7.87,8.9
2020-02-01,Marketing,16,5,5.1,5.1,9.17,9.6
2020-11-01,Operaciones,28,8,0.9,12.01,0.83,5.1
2020-11-01,Finanzas,18,5,2.82,0.64,4.61,4.8
2019-12-01,IT,31,9,2.02,9.18,8.64,4.8
2021-06-01,Marketing,28,13,5.66,13.21,1.8,4.4
2023-11-01,Recursos Humanos,35,4,3.51,7.88,5.59,4.2
2022-02-01,Finanzas,12,5,8.63,4.1,3.07,4.2
2020-08-01,Operaciones,42,9,4.72,3.83,0.16,6.8
2021-07-01,Marketing,35,12,1.22,14.02,0.75,5.2
2022-10-01,Operaciones,26,1,2.1,9.53,7.05,4.9
2023-01-01,Operaciones,23,10,9.99,13.87,0.09,4.0
2022-05-01,Marketing,28,3,2.4,8.4,4.54,5.4
2022-11-01,Marketing,20,11,3.17,10.12,0.8,5.1
2020-04-01,IT,21,6,0.98,13.35,5.85,6.7
2023-03-01,Finanzas,33,8,6.13,7.06,7.68,7.0
2022-03-01,IT,19,4,7.74,14.69,0.58,5.8
2018-04-01,Recursos Humanos,16,5,1.66,11.11,8.16,5.2
2019-09-01,Recursos Humanos,17,13,5.42,14.79,6.29,6.7
2023-08-01,Recursos Humanos,33,1,9.92,12.32,6.19,5.0
2020-12-01,Marketing,28,5,9.36,9.74,1.1,5.1
2021-10-01,Operaciones,21,3,3.94,3.44,5.02,7.7
2022-04-01,Operaciones,30,8,3.72,4.98,3.41,6.8
2018-12-01,IT,40,10,6.76,4.81,0.67,6.8
2021-07-01,Marketing,16,13,6.02,10.57,9.08,4.1
2022-12-01,Finanzas,36,1,7.76,10.35,1.35,5.3
2021-02-01,Recursos Humanos,32,5,9.65,11.46,2.43,6.1
2022-10-01,Operaciones,30,4,4.72,11.84,0.45,8.2
2022-07-01,Finanzas,26,1,9.81,8.17,7.48,8.6
2019-01-01,Operaciones,24,6,5.69,6.04,6.16,7.1
2018-08-01,Finanzas,14,9,7.31,9.63,6.9,7.7
2021-12-01,Recursos Humanos,27,13,3.61,9.76,6.99,7.3
2019-08-01,Operaciones,22,11,2.92,2.14,0.84,7.3
2018-09-01,IT,11,14,0.63,9.91,5.17,8.1
2019-04-01,Marketing,35,12,2.0,5.88,5.75,9.6
2020-06-01,IT,28,8,4.05,14.58,0.53,4.5
2020-04-01,Marketing,32,10,3.68,10.83,2.43,5.9
2021-01-01,Finanzas,39,6,3.48,12.11,9.14,8.2
2021-11-01,Finanzas,16,6,9.34,9.28,7.36,5.1
2020-03-01,Operaciones,25,3,9.3,4.14,2.83,7.9
2022-03-01,Finanzas,32,6,1.98,14.33,5.76,6.3
2022-10-01,Marketing,27,1,5.76,12.88,6.63,4.3
2018-10-01,Finanzas,13,1,4.43,6.73,9.59,5.0
2021-03-01,Finanzas,27,5,5.34,10.51,4.7,7.3
2019-10-01,Finanzas,16,8,9.36,2.57,9.52,8.3
2021-02-01,Finanzas,23,6,8.06,13.01,9.91,9.8
2023-12-01,Operaciones,39,13,3.87,9.56,9.03,9.9
2022-07-01,Finanzas,18,4,4.17,10.93,7.7,6.7
2018-02-01,Operaciones,22,7,8.63,4.17,2.59,7.8
2022-10-01,Finanzas,24,9,9.31,9.02,9.17,9.8
2018-05-01,Finanzas,26,13,0.84,7.27,0.71,5.8
2021-11-01,Recursos Humanos,37,8,7.94,10.32,0.19,9.2
2019-07-01,Finanzas,18,1,4.98,11.63,8.49,9.4
2022-11-01,Marketing,48,4,0.31,11.3,7.31,8.4
2018-03-01,Marketing,22,8,9.51,2.16,8.47,5.5
2021-11-01,Recursos Humanos,38,13,6.51,4.51,5.55,9.3
2018-01-01,IT,19,11,7.53,5.33,1.97,6.2
2018-02-01,Marketing,25,9,1.55,11.66,5.05,8.7
2019-09-01,Finanzas,29,13,8.13,10.31,9.11,7.4
2018-06-01,Finanzas,27,6,0.37,0.23,8.4,7.0
2019-10-01,Recursos Humanos,17,6,2.01,10.52,8.39,8.9
2022-02-01,Finanzas,31,11,9.35,2.81,8.62,9.3
2018-07-01,Recursos Humanos,30,7,7.13,12.96,9.88,4.9
2018-12-01,Operaciones,32,4,3.88,12.81,7.9,6.4
2021-11-01,IT,30,4,5.3,3.88,3.91,7.1
2020-06-01,IT,28,13,2.9,8.6,2.86,7.9
2023-10-01,Recursos Humanos,30,12,7.5,8.36,5.12,9.5
2020-02-01,Finanzas,13,9,6.98,1.08,4.79,8.5
2022-05-01,Marketing,36,1,6.44,14.67,6.04,5.4
2018-03-01,Finanzas,34,9,9.4,6.7,2.19,7.0
2019-12-01,Marketing,18,6,7.59,1.6,9.18,8.1
2020-09-01,IT,31,9,4.95,5.38,2.56,4.6
2019-11-01,Finanzas,26,3,3.39,11.18,7.67,4.7
2019-02-01,Recursos Humanos,31,7,7.77,0.21,9.92,9.2
2019-11-01,Finanzas,28,13,0.73,8.97,6.85,4.8
2020-11-01,Operaciones,20,3,7.33,10.73,0.79,5.4
2022-03-01,Finanzas,35,1,2.75,4.99,9.9,4.7
2020-02-01,Marketing,18,5,1.48,11.98,9.66,4.1
2023-09-01,Operaciones,31,4,7.58,2.89,9.31,5.0
2021-02-01,Operaciones,24,5,3.86,1.93,8.58,4.2
2022-06-01,Operaciones,33,10,9.24,14.54,2.39,5.5
2023-03-01,IT,37,1,7.47,13.79,8.61,6.7
2020-01-01,IT,13,5,8.51,5.29,8.2,4.9
2021-12-01,IT,38,5,7.47,2.22,1.08,8.6
2019-11-01,IT,24,7,0.12,13.64,1.08,9.8
2020-05-01,Operaciones,28,2,8.23,14.59,6.1,7.3
2022-10-01,Finanzas,25,9,2.92,0.94,6.29,8.3
2020-08-01,Operaciones,41,4,5.96,14.12,7.91,8.4
2023-05-01,Recursos Humanos,35,2,5.87,4.64,4.1,5.0
2020-08-01,Finanzas,29,8,2.53,13.76,8.57,4.8
2021-01-01,Recursos Humanos,28,14,9.19,5.28,0.76,4.3
2022-03-01,Operaciones,28,7,0.49,9.05,0.51,7.0
2019-11-01,Recursos Humanos,16,14,1.74,5.07,5.9,7.6
2022-03-01,Finanzas,30,14,3.62,8.25,1.39,8.4
2021-11-01,Operaciones,21,1,1.92,5.01,1.08,7.0
2021-04-01,Recursos Humanos,19,12,6.33,3.31,6.29,9.5
2021-12-01,Operaciones,31,5,8.52,10.01,3.64,5.5
2019-06-01,Operaciones,20,9,1.53,9.6,1.19,9.5
2020-01-01,Recursos Humanos,32,2,3.78,9.13,4.13,8.5
2022-10-01,Finanzas,28,11,0.26,2.55,4.82,7.6
2021-07-01,Marketing,27,4,9.54,2.45,7.98,6.2
2018-02-01,Marketing,11,7,5.37,6.05,4.92,8.7
2018-02-01,Marketing,16,13,4.82,9.32,2.55,7.2
2020-09-01,Marketing,18,2,5.66,6.45,7.84,7.6
2020-08-01,Finanzas,33,2,9.24,13.58,8.26,8.9
2021-08-01,Marketing,21,13,2.22,7.4,2.86,4.3
2019-08-01,IT,12,9,0.91,11.28,6.76,7.7
2019-09-01,Marketing,24,13,1.81,6.36,0.27,7.3
2022-10-01,IT,23,6,3.22,8.73,7.6,5.3
2020-08-01,Marketing,21,9,6.51,10.59,5.86,7.2
2020-11-01,Finanzas,20,6,0.75,8.28,7.39,9.3
2021-04-01,Marketing,33,3,3.37,7.58,7.32,5.2
2021-06-01,Marketing,33,4,6.88,4.18,5.21,8.4
2022-10-01,IT,23,13,8.31,7.76,9.65,4.7
2023-03-01,IT,26,8,4.14,11.9,9.55,7.6
2021-12-01,Recursos Humanos,34,3,5.8,12.28,6.27,9.1
2023-11-01,Recursos Humanos,29,13,7.84,14.96,0.44,4.9
2022-01-01,Operaciones,31,8,0.03,6.01,3.09,7.4
2022-11-01,Operaciones,17,7,4.54,5.25,5.93,9.0
2023-11-01,IT,29,4,4.95,6.83,2.75,9.2
2022-03-01,Finanzas,30,10,3.73,6.18,7.62,6.6
2018-09-01,Marketing,16,4,9.53,0.19,7.04,9.5
2021-04-01,IT,29,1,1.61,5.16,6.33,9.0
2019-05-01,Marketing,15,11,1.8,3.89,0.61,5.1
2018-06-01,Marketing,20,9,4.39,14.53,5.35,6.1
2023-04-01,Operaciones,38,9,8.47,13.25,9.77,8.2
2021-03-01,Finanzas,43,11,7.1,8.21,4.81,5.1
2023-08-01,Recursos Humanos,29,12,9.59,1.1,6.35,4.2
2018-08-01,Finanzas,23,4,9.97,1.7,4.96,5.6
2018-05-01,Finanzas,15,1,0.8,2.56,5.13,4.3
2023-04-01,Operaciones,38,13,4.27,7.2,5.95,9.7
2022-03-01,IT,38,6,3.24,14.14,2.3,7.5
2023-03-01,IT,33,2,6.46,7.55,5.44,10.0
2020-09-01,Recursos Humanos,19,4,8.16,2.36,2.85,8.4
2020-01-01,Finanzas,25,14,3.44,11.38,5.29,4.8
2018-05-01,Marketing,25,13,9.14,8.19,2.62,9.0
2019-09-01,Marketing,22,14,1.28,2.67,6.59,9.3
2018-03-01,Finanzas,22,4,2.36,11.02,0.83,8.9
2018-08-01,Marketing,15,7,0.55,6.66,4.17,9.3
2022-07-01,Marketing,15,7,7.26,14.14,0.36,8.4
2022-04-01,Finanzas,18,6,7.84,5.24,0.05,6.6
2019-02-01,Finanzas,28,4,3.93,10.78,1.86,8.7
2021-10-01,Operaciones,17,10,7.4,7.67,7.77,9.2
2018-05-01,Marketing,11,12,2.83,2.78,7.22,7.6
2023-06-01,Recursos Humanos,24,12,2.27,2.29,6.3,5.7
2023-05-01,Finanzas,33,3,8.05,9.73,7.5,7.6
2023-06-01,Operaciones,23,5,0.23,6.57,3.56,6.5
2023-10-01,Operaciones,36,4,4.74,7.84,0.69,7.0
2021-07-01,Finanzas,28,6,4.21,5.62,2.85,9.8
2019-02-01,Recursos Humanos,20,5,5.86,8.17,9.04,5.3
2021-05-01,Operaciones,25,5,3.3,7.09,0.81,7.2
2019-08-01,Marketing,15,3,2.82,6.69,3.18,8.1
2021-07-01,Recursos Humanos,19,1,9.91,1.05,4.22,7.8
2023-04-01,Recursos Humanos,32,14,4.39,7.64,3.2,6.1
2018-10-01,Finanzas,19,10,6.88,11.76,4.27,4.6
2019-01-01,Finanzas,8,5,4.23,3.32,1.52,4.1
2021-03-01,Operaciones,24,13,7.94,11.56,3.2,9.2
2018-12-01,Finanzas,26,9,3.86,11.74,5.16,4.4
2023-11-01,IT,37,2,4.58,2.77,1.27,7.0
2023-02-01,IT,27,2,1.01,10.45,6.26,6.4
2023-06-01,Recursos Humanos,28,6,4.85,14.01,4.28,8.5
2022-08-01,Finanzas,23,7,3.98,3.34,2.89,4.6
2018-01-01,Finanzas,27,5,4.7,11.15,7.67,8.5
2023-12-01,Marketing,30,1,1.8,8.89,8.19,8.3
2022-02-01,Marketing,23,7,0.71,9.63,9.72,6.6
2021-06-01,Finanzas,18,10,9.12,6.8,5.96,6.4
2022-10-01,IT,32,10,7.36,3.21,3.11,6.0
2020-08-01,IT,10,12,2.37,2.72,3.22,8.8
2020-04-01,IT,24,9,1.21,3.99,0.14,9.6
2020-04-01,Finanzas,33,9,7.07,12.65,1.26,8.5
2023-03-01,Recursos Humanos,31,11,8.47,9.72,0.82,9.8
2023-02-01,Operaciones,36,9,5.54,2.34,0.61,9.4
2022-05-01,Recursos Humanos,27,5,6.49,3.51,1.74,10.0
2021-08-01,Recursos Humanos,32,9,3.51,1.86,8.93,5.7
2018-05-01,Operaciones,30,2,1.67,12.23,7.66,6.0
2019-07-01,Recursos Humanos,21,1,3.27,11.72,1.4,7.4
2018-02-01,Recursos Humanos,12,1,5.81,2.23,3.79,8.6
2022-05-01,Recursos Humanos,23,11,9.59,8.72,6.96,8.2
2020-01-01,Finanzas,25,3,1.44,3.76,9.24,8.2
2023-03-01,IT,22,1,2.38,6.7,9.36,7.1
2021-06-01,Operaciones,36,4,4.86,11.66,6.39,5.3
2021-04-01,Recursos Humanos,38,11,4.35,8.43,3.07,4.4
2023-10-01,Recursos Humanos,35,2,7.3,0.97,2.13,4.7
2018-02-01,Finanzas,19,12,8.92,5.31,6.62,6.0
2019-02-01,Marketing,30,9,0.39,13.77,2.09,8.9
2022-05-01,Finanzas,35,5,4.91,4.37,7.06,4.5
2023-09-01,Marketing,28,10,0.22,12.27,7.93,6.9
2023-02-01,IT,38,10,5.36,3.1,7.56,7.3
2022-12-01,Marketing,29,8,9.06,7.39,1.54,9.9
2020-09-01,Operaciones,23,14,8.26,4.49,3.03,6.5
2020-08-01,IT,25,5,9.98,13.4,5.58,8.6
2021-07-01,Finanzas,17,7,1.22,6.27,2.09,5.4
2020-06-01,Marketing,29,1,9.94,13.34,3.35,7.4
2019-10-01,Finanzas,20,3,6.37,12.55,8.66,4.9
2019-04-01,Finanzas,15,11,1.83,10.09,7.22,4.8
2023-12-01,IT,47,5,8.26,3.42,3.12,5.0
2020-02-01,IT,26,7,1.83,8.84,2.88,9.7
2019-02-01,Marketing,25,6,7.46,13.36,8.78,6.1
2020-05-01,Marketing,28,14,1.92,10.78,0.33,6.0
2019-12-01,Recursos Humanos,21,10,1.64,8.84,1.86,9.0
2019-12-01,IT,28,6,4.68,4.85,8.12,9.3
2020-11-01,Marketing,30,2,3.28,10.06,5.69,8.5
2018-06-01,IT,34,9,4.99,9.99,5.24,8.0
2022-01-01,Operaciones,27,12,6.92,12.87,4.07,5.0
2022-07-01,Operaciones,29,8,0.32,7.09,2.8,9.4
2023-10-01,Marketing,40,5,1.72,4.22,6.94,6.1
2018-09-01,IT,10,12,3.19,14.19,1.43,9.4
2021-10-01,Finanzas,37,1,9.66,2.41,6.81,8.4
2020-03-01,Marketing,28,3,9.69,3.72,5.23,8.1
2023-01-01,IT,23,3,9.98,3.59,1.89,8.7
2022-10-01,Finanzas,27,6,7.79,6.8,4.05,6.4
2023-04-01,Marketing,44,3,9.45,3.89,4.3,4.6
2018-04-01,Finanzas,27,13,2.62,3.76,5.78,5.8
2021-08-01,IT,18,7,0.55,1.26,6.31,7.9
2021-07-01,Operaciones,19,11,0.14,12.12,0.24,8.9
2021-08-01,Operaciones,31,8,7.01,2.86,9.73,9.9
2021-07-01,IT,22,6,9.96,0.98,8.58,5.9
2020-10-01,Operaciones,37,10,8.85,7.68,9.77,9.1
2018-04-01,Operaciones,31,2,9.96,14.7,3.23,8.1
2020-07-01,IT,32,1,6.8,13.0,4.89,5.9
2020-10-01,IT,30,9,5.37,0.96,3.12,8.7
2019-09-01,Finanzas,32,1,8.1,10.97,4.99,4.1
2022-02-01,Marketing,20,2,9.8,9.86,5.05,6.2
2021-08-01,Recursos Humanos,33,6,3.9,12.37,2.1,7.7
2019-10-01,IT,16,6,0.26,14.98,5.51,5.7
2020-04-01,Recursos Humanos,32,12,2.2,3.79,1.45,9.9
2020-07-01,IT,38,13,7.39,8.69,2.35,8.2
2021-10-01,Recursos Humanos,19,5,0.16,2.94,9.24,4.4
2021-05-01,Finanzas,16,7,6.31,6.33,5.65,6.9
2020-01-01,Operaciones,20,2,0.97,3.02,3.38,4.1
2020-10-01,IT,31,7,8.68,1.36,8.09,4.7
2022-04-01,Operaciones,18,9,6.91,13.92,2.36,9.8
2022-05-01,Marketing,26,1,8.28,11.04,4.77,7.4
2022-04-01,Marketing,36,9,4.54,6.52,5.55,9.7
2023-10-01,Recursos Humanos,35,2,7.15,8.67,9.66,9.8
2019-08-01,Recursos Humanos,35,2,6.6,13.83,7.32,5.5
2019-11-01,Operaciones,22,12,8.76,5.73,0.6,4.2
2021-07-01,Marketing,26,1,9.62,10.35,9.12,4.4
2018-05-01,IT,14,1,2.44,6.96,4.57,9.3
2023-06-01,IT,35,12,0.67,5.0,1.74,9.0
2021-01-01,Recursos Humanos,30,6,2.02,12.88,3.46,7.2
2018-10-01,IT,15,7,3.3,6.96,0.38,6.1
2018-06-01,Marketing,28,5,9.95,3.45,6.8,8.5
2022-01-01,Recursos Humanos,34,13,7.08,3.52,9.41,5.6
2020-01-01,Marketing,27,9,8.96,7.48,5.56,4.0
2019-10-01,Marketing,22,8,7.96,4.62,5.58,4.6
2022-04-01,Finanzas,27,9,5.52,6.66,4.09,8.2
2019-11-01,Finanzas,21,14,3.38,1.49,8.47,5.0
2020-11-01,Finanzas,19,5,8.58,10.85,7.06,4.0
2018-08-01,Marketing,13,13,6.82,13.84,9.67,5.5
2023-02-01,Finanzas,31,6,0.56,5.42,0.54,8.0
2023-03-01,Finanzas,31,6,1.06,9.77,5.14,8.6
2022-06-01,Marketing,33,6,5.65,8.6,0.56,8.2
2020-01-01,Marketing,32,3,7.34,8.58,7.25,6.9
2019-06-01,Operaciones,16,2,8.73,12.22,1.87,8.1
2022-12-01,Finanzas,33,7,0.73,4.97,1.41,7.6
2021-04-01,Recursos Humanos,25,2,3.27,7.05,1.66,8.3
2019-08-01,Operaciones,24,6,5.9,5.11,6.18,9.4
2022-04-01,Recursos Humanos,29,5,7.03,8.33,2.88,7.5
2020-09-01,Recursos Humanos,24,4,7.29,3.72,7.36,8.4
2020-09-01,Finanzas,27,1,8.61,8.87,7.37,5.4
2019-02-01,IT,14,12,1.62,3.95,1.02,6.1
2022-08-01,Recursos Humanos,31,4,4.93,9.92,7.04,8.2
2020-11-01,Operaciones,29,11,5.72,13.4,1.97,6.8
2022-10-01,Marketing,34,7,6.95,11.69,8.72,6.3
2018-06-01,IT,23,7,3.01,3.2,4.55,4.8
2021-09-01,Operaciones,13,6,6.45,1.14,5.96,9.7
2020-02-01,Finanzas,15,8,3.84,8.46,5.8,9.5
2020-10-01,Finanzas,18,1,5.47,12.13,2.17,8.0
2021-08-01,Finanzas,30,13,3.39,0.01,4.02,6.2
2019-11-01,Marketing,32,5,1.54,5.94,7.59,5.2
2018-12-01,Operaciones,31,12,5.79,7.01,1.08,8.3
2023-11-01,Operaciones,19,9,1.42,13.87,2.45,7.9
2018-11-01,Recursos Humanos,18,2,8.22,14.91,1.77,4.2
2023-06-01,Recursos Humanos,28,14,2.01,5.42,0.54,9.9
2021-04-01,IT,18,9,3.16,1.1,1.86,5.3
2022-02-01,Recursos Humanos,28,12,6.37,0.76,6.53,9.3
2019-08-01,Recursos Humanos,22,13,3.96,9.95,9.63,5.9
2020-04-01,Marketing,34,8,8.47,12.94,0.54,7.5
2023-09-01,Finanzas,40,9,5.55,14.22,9.34,4.4
2022-04-01,Marketing,24,5,8.68,9.63,3.7,5.8
2020-04-01,Recursos Humanos,28,6,7.09,1.07,8.37,7.0
2023-12-01,Marketing,18,9,1.75,9.98,1.17,6.5
2021-11-01,Operaciones,20,11,9.4,0.94,8.12,9.8
2018-05-01,IT,16,6,7.73,12.91,5.14,5.9
2023-02-01,Marketing,22,1,1.01,1.1,9.85,5.7
2019-02-01,Finanzas,8,13,0.69,1.66,1.1,7.3
2018-01-01,Marketing,10,8,0.99,2.13,7.25,9.8
2022-06-01,Finanzas,30,10,9.87,13.83,8.68,7.1
2019-08-01,Marketing,17,3,5.09,1.15,4.83,7.0
2020-07-01,IT,18,5,2.07,1.96,3.52,5.5
2020-11-01,Finanzas,31,4,2.73,10.79,7.53,9.9
2023-01-01,Marketing,29,9,4.89,14.71,1.44,8.2
2023-11-01,Operaciones,23,9,6.76,14.97,8.92,9.1
2019-05-01,IT,25,10,2.28,10.98,2.12,9.1
2018-04-01,Marketing,36,8,5.2,13.08,5.51,4.7
2019-12-01,Finanzas,30,3,0.1,11.91,2.06,5.1
2019-12-01,Finanzas,10,6,8.8,3.69,9.33,4.6
2018-11-01,Operaciones,19,12,1.22,1.46,3.7,9.9
2021-07-01,Marketing,22,6,1.21,2.84,6.21,8.3
2019-04-01,Marketing,26,3,7.2,2.44,9.09,6.9
2022-11-01,Operaciones,21,9,8.29,4.8,6.17,7.2
2021-02-01,Finanzas,18,5,5.36,6.1,3.61,5.7
2021-01-01,Operaciones,35,14,9.34,4.05,5.67,8.6
2019-10-01,Operaciones,26,2,5.62,4.15,6.17,5.8
2020-10-01,IT,15,12,5.47,4.38,7.19,8.9
2019-06-01,Finanzas,35,5,7.23,12.41,2.08,5.5
2023-02-01,Marketing,27,3,1.11,10.18,2.87,6.2
2022-09-01,Finanzas,33,4,8.81,10.26,3.98,8.6
2019-03-01,Marketing,30,8,9.31,1.99,3.76,7.8
2021-08-01,Recursos Humanos,29,12,3.37,3.13,1.11,7.7
2021-07-01,Marketing,21,4,0.05,10.61,8.77,5.6
2019-05-01,Marketing,10,11,8.87,8.52,6.26,8.3
2019-07-01,Marketing,19,6,2.91,6.34,1.47,6.8
2020-05-01,Recursos Humanos,12,7,5.22,0.08,9.1,5.0
2020-12-01,Recursos Humanos,22,14,8.21,12.33,4.53,6.2
2018-01-01,Marketing,9,12,4.49,7.98,9.41,7.4
2018-12-01,Marketing,17,13,7.27,13.01,1.66,6.7
2021-10-01,IT,27,3,3.4,14.6,4.81,6.5
2022-02-01,Operaciones,34,4,8.15,5.42,3.02,5.3
2023-12-01,Recursos Humanos,37,2,8.51,0.77,5.31,6.2
2021-04-01,Operaciones,25,10,1.54,2.22,1.76,9.0
2021-02-01,Finanzas,20,1,7.86,9.31,1.5,7.3
2021-01-01,IT,29,12,5.32,9.64,9.46,7.2
2019-10-01,Marketing,22,13,8.72,8.2,2.46,5.2
2022-11-01,Recursos Humanos,28,4,8.3,11.27,9.51,4.6
2018-11-01,Marketing,30,4,3.94,6.24,9.67,4.1
2022-05-01,Operaciones,25,14,2.62,2.34,8.26,9.5
2020-10-01,Recursos Humanos,16,9,1.06,8.22,3.8,9.5
2021-07-01,Recursos Humanos,22,7,0.63,6.13,3.5,9.3
2021-03-01,Marketing,18,1,7.33,7.16,9.31,8.2
2018-01-01,Operaciones,14,7,1.23,0.82,3.14,9.1
2021-05-01,Finanzas,37,5,8.67,0.58,5.96,8.3
2019-07-01,Marketing,25,14,7.68,1.9,9.62,9.0
2023-03-01,Operaciones,32,2,9.26,2.45,0.92,5.8
2021-01-01,Marketing,21,11,2.0,5.21,2.27,6.9
2018-07-01,Recursos Humanos,24,9,2.35,0.33,0.56,5.2
2018-11-01,IT,13,10,9.82,1.15,0.9,4.6
2019-09-01,Marketing,5,14,7.82,0.59,3.98,9.1
2021-01-01,Marketing,24,11,0.64,12.11,8.2,5.5
2023-01-01,Recursos Humanos,28,13,9.16,8.61,9.13,4.3
2018-04-01,Finanzas,14,9,6.54,0.77,7.57,4.4
2020-08-01,Finanzas,21,14,8.43,13.06,5.17,6.9
2019-12-01,Operaciones,17,3,5.62,3.1,4.31,5.9
2019-05-01,IT,23,5,1.61,0.87,4.15,6.5
2022-06-01,IT,30,5,5.48,3.6,1.42,9.2
2022-06-01,Operaciones,20,10,7.52,7.46,6.09,8.7
2022-08-01,Recursos Humanos,33,6,1.8,2.83,4.21,8.1
2023-11-01,Operaciones,34,14,3.32,5.46,4.2,4.6
2018-09-01,IT,25,11,3.3,10.75,9.09,4.1
2018-12-01,IT,20,12,0.69,3.75,1.67,5.9
2021-01-01,Finanzas,26,6,1.24,2.14,1.88,5.3
2020-07-01,IT,26,12,8.15,7.61,5.53,4.6
2018-05-01,Finanzas,29,8,8.13,8.98,8.21,6.0
2022-11-01,Marketing,32,10,5.7,4.25,5.27,9.6
2021-09-01,IT,30,3,4.88,10.36,3.3,7.9
2022-03-01,Marketing,32,12,3.87,6.48,4.38,10.0
2018-07-01,Marketing,15,3,3.58,4.55,8.16,4.7
2019-07-01,Finanzas,25,7,6.95,5.91,5.02,5.4
2023-07-01,IT,35,9,8.35,13.14,2.02,6.3
2020-05-01,IT,14,5,8.25,11.45,7.22,9.4
2021-11-01,Recursos Humanos,30,9,0.47,8.33,2.91,9.2
2018-07-01,Recursos Humanos,22,1,7.29,10.29,9.62,6.2
2023-04-01,Marketing,45,12,1.48,2.96,3.75,4.9
2018-10-01,IT,11,9,6.36,13.18,6.77,8.9
2019-10-01,Operaciones,15,7,5.12,9.81,4.64,7.4
2022-02-01,IT,29,13,2.43,3.19,4.91,6.3
2023-09-01,Marketing,45,5,4.81,7.67,2.94,9.6
2021-09-01,Finanzas,28,1,3.01,2.78,0.21,5.9
2019-03-01,Marketing,12,10,2.9,1.66,4.47,9.6
2022-06-01,Marketing,32,2,8.3,13.43,3.64,8.8
2020-05-01,Finanzas,15,14,1.17,13.84,1.04,5.0
2018-04-01,Finanzas,12,6,2.86,10.23,6.06,7.4
2023-04-01,Operaciones,23,9,6.34,10.73,9.4,8.4
2022-12-01,Operaciones,35,14,1.97,3.78,8.74,4.5
2018-01-01,IT,15,1,5.44,7.42,3.5,4.1
2022-12-01,Finanzas,31,9,6.75,8.52,0.29,8.2
2020-07-01,IT,19,3,0.8,0.56,7.92,6.6
2021-03-01,Recursos Humanos,24,1,9.79,7.29,5.03,9.0
2023-04-01,IT,34,4,0.49,13.99,5.61,4.6
2020-07-01,Recursos Humanos,16,11,3.85,5.89,1.71,7.4
2019-09-01,Finanzas,28,8,1.37,2.58,0.83,6.3
2021-08-01,Finanzas,22,11,6.46,0.96,8.31,7.0
2019-08-01,IT,17,12,3.53,2.05,1.41,6.3
2019-01-01,Finanzas,19,10,1.94,8.12,4.86,4.1
2019-08-01,Marketing,20,3,8.21,2.16,7.78,8.2
2023-11-01,Finanzas,21,8,8.63,3.69,1.09,7.8
2021-01-01,Recursos Humanos,24,7,7.36,5.04,8.87,6.8
2020-01-01,Marketing,33,6,4.28,11.93,0.32,10.0
2020-03-01,Operaciones,20,3,2.01,2.67,6.8,5.6
2019-05-01,Operaciones,31,10,2.46,2.76,3.41,8.2
2018-07-01,Operaciones,23,8,0.01,1.07,4.46,7.8
2023-01-01,Marketing,23,6,4.63,14.95,7.64,4.7
2019-09-01,Finanzas,30,14,6.9,2.31,4.27,6.7
2019-10-01,Recursos Humanos,27,13,8.67,13.87,6.6,6.0
2019-03-01,Marketing,29,2,0.91,2.75,0.39,9.9
2021-11-01,IT,26,4,3.08,8.17,4.64,4.3
2022-12-01,IT,36,14,5.14,12.43,2.99,4.2
2019-07-01,Marketing,23,9,0.76,7.33,3.18,5.2
2022-04-01,IT,30,1,8.44,7.52,5.76,8.0
2023-12-01,Finanzas,22,12,6.77,1.44,5.93,4.8
2023-05-01,Recursos Humanos,30,5,8.41,11.53,8.51,5.6
2019-03-01,Recursos Humanos,15,6,6.06,4.24,0.45,4.4
2018-03-01,Marketing,12,3,1.93,14.22,5.28,8.4
2022-01-01,Recursos Humanos,39,4,6.03,2.97,9.84,4.5
2019-10-01,Recursos Humanos,25,9,0.95,10.62,8.56,6.1
2018-07-01,Operaciones,25,1,7.91,5.22,8.79,5.7
2022-09-01,Operaciones,20,1,4.57,3.0,3.78,4.9
2022-12-01,IT,31,14,7.38,8.44,5.28,6.9
2020-09-01,IT,17,11,8.74,3.35,3.5,9.7
2019-06-01,Marketing,35,9,1.51,9.92,2.81,5.7
2019-12-01,Recursos Humanos,18,8,8.95,13.08,5.69,5.6
2020-04-01,Operaciones,26,4,6.12,2.36,1.57,7.4
2022-06-01,IT,37,6,1.21,2.17,4.21,4.5
2023-01-01,Recursos Humanos,24,8,5.2,4.25,5.92,9.7
2021-07-01,IT,34,10,9.9,11.58,1.58,8.6
2020-03-01,IT,18,1,9.38,13.43,8.41,7.5
2021-01-01,Marketing,15,13,0.28,3.53,2.99,6.5
2019-08-01,Recursos Humanos,18,13,0.79,6.37,5.66,4.0
2020-04-01,Marketing,26,7,5.27,14.46,2.34,8.5
2019-10-01,IT,23,7,9.03,2.49,3.27,6.0
