ID_Empleado,Competencias_Actuales,Rol_Laboral,Puntuacion_Desempeno,Horas_Capacitacion_Ultimo_Ano,Antiguedad_Empresa,Habilidades_Requeridas,Objetivos_Futuros
312,Principiante,Representante de Ventas,90.63645052998092,14,7,Comunicación,Expertise Técnico
313,Intermedio,Analista,65.49817815495386,20,10,Técnico,Habilidades Transversales
314,Intermedio,Representante de Ventas,71.95776276303796,35,4,Resolución de Problemas,Habilidades Transversales
315,Avanzado,Desarrollador,73.58093174210687,69,9,Resolución de Problemas,Dominio de Ventas
316,Intermedio,Analista,60.284715326173135,24,5,Trabajo en Equipo,Expertise Técnico
317,Avanzado,Gerente,69.2610468836141,43,7,Comunicación,Dominio de Ventas
318,Intermedio,Representante de Ventas,68.65507034183484,0,4,Comunicación,Dominio de Ventas
319,Principiante,Especialista RRHH,79.88702583480962,41,1,Resolución de Problemas,Habilidades Transversales
320,Principiante,Especialista RRHH,77.4529061405506,58,12,Comunicación,Habilidades Transversales
321,Avanzado,Representante de Ventas,76.2386157785568,32,16,Comunicación,Rol de Liderazgo
322,Intermedio,Desarrollador,72.88919648502193,31,16,Técnico,Dominio de Ventas
323,Avanzado,Desarrollador,88.11398124304085,65,8,Resolución de Problemas,Rol de Liderazgo
324,Principiante,Desarrollador,74.78250315115172,24,13,Resolución de Problemas,Dominio de Ventas
325,Principiante,Especialista RRHH,84.93503740433664,39,9,Liderazgo,Rol de Liderazgo
326,Intermedio,Especialista RRHH,80.89693930834736,57,10,Resolución de Problemas,Dominio de Ventas
327,Intermedio,Gerente,76.52753856649419,74,8,Resolución de Problemas,Habilidades Transversales
328,Principiante,Desarrollador,83.89342883979984,63,1,Liderazgo,Habilidades Transversales
329,Intermedio,Especialista RRHH,71.91908786905509,18,3,Comunicación,Rol de Liderazgo
330,Intermedio,Especialista RRHH,66.05418373037307,27,5,Comunicación,Rol de Liderazgo
331,Intermedio,Desarrollador,74.70468761242051,73,7,Trabajo en Equipo,Rol de Liderazgo
332,Principiante,Desarrollador,90.02453927538257,79,16,Comunicación,Expertise Técnico
333,Intermedio,Especialista RRHH,77.14024592890804,41,8,Resolución de Problemas,Rol de Liderazgo
334,Intermedio,Representante de Ventas,69.95549927818801,49,1,Trabajo en Equipo,Rol de Liderazgo
335,Intermedio,Especialista RRHH,66.88927502102408,75,3,Trabajo en Equipo,Rol de Liderazgo
336,Intermedio,Gerente,59.78164352772002,47,6,Comunicación,Expertise Técnico
337,Avanzado,Analista,66.79965105404852,56,12,Trabajo en Equipo,Expertise Técnico
338,Intermedio,Desarrollador,78.00407993087155,8,15,Liderazgo,Dominio de Ventas
339,Avanzado,Gerente,72.62522347543005,29,17,Trabajo en Equipo,Habilidades Transversales
340,Intermedio,Representante de Ventas,77.22211507788981,17,18,Técnico,Rol de Liderazgo
341,Principiante,Analista,65.87938431090205,44,17,Liderazgo,Rol de Liderazgo
342,Intermedio,Especialista RRHH,85.26631838990522,77,12,Resolución de Problemas,Habilidades Transversales
343,Intermedio,Desarrollador,82.52474367102478,65,16,Comunicación,Dominio de Ventas
344,Intermedio,Especialista RRHH,69.37797878456662,10,12,Comunicación,Dominio de Ventas
345,Intermedio,Gerente,60.88333183312727,71,4,Técnico,Rol de Liderazgo
346,Principiante,Desarrollador,77.50223832621191,66,9,Comunicación,Habilidades Transversales
347,Intermedio,Especialista RRHH,55.33671843526061,14,15,Resolución de Problemas,Rol de Liderazgo
348,Intermedio,Desarrollador,61.84724660717894,39,5,Trabajo en Equipo,Rol de Liderazgo
349,Intermedio,Gerente,70.96420041756262,12,11,Comunicación,Rol de Liderazgo
350,Intermedio,Especialista RRHH,66.18464675467864,79,18,Resolución de Problemas,Habilidades Transversales
351,Avanzado,Analista,87.94914814333018,32,1,Liderazgo,Habilidades Transversales
352,Intermedio,Representante de Ventas,71.7055194694724,1,16,Resolución de Problemas,Dominio de Ventas
353,Principiante,Especialista RRHH,79.8748196087991,33,18,Técnico,Habilidades Transversales
354,Avanzado,Desarrollador,53.22570059187286,15,13,Resolución de Problemas,Habilidades Transversales
355,Principiante,Especialista RRHH,57.15521540498199,13,16,Comunicación,Habilidades Transversales
356,Intermedio,Desarrollador,68.240841263944,45,16,Trabajo en Equipo,Expertise Técnico
357,Principiante,Gerente,77.1342126095563,49,3,Resolución de Problemas,Dominio de Ventas
358,Principiante,Representante de Ventas,62.29580366669788,4,18,Técnico,Habilidades Transversales
359,Principiante,Desarrollador,78.62775838724156,42,11,Liderazgo,Rol de Liderazgo
360,Intermedio,Especialista RRHH,88.48350455425242,17,13,Técnico,Expertise Técnico
361,Principiante,Gerente,67.1136778031202,47,2,Liderazgo,Expertise Técnico
362,Principiante,Analista,74.88536140922524,63,3,Resolución de Problemas,Dominio de Ventas
363,Intermedio,Especialista RRHH,72.25839433638829,25,1,Trabajo en Equipo,Expertise Técnico
364,Intermedio,Representante de Ventas,70.76068524318853,73,1,Técnico,Expertise Técnico
365,Avanzado,Gerente,78.18358560963347,69,15,Trabajo en Equipo,Dominio de Ventas
366,Avanzado,Especialista RRHH,75.08752268311116,13,3,Resolución de Problemas,Habilidades Transversales
367,Intermedio,Desarrollador,73.17525214633245,65,4,Trabajo en Equipo,Dominio de Ventas
368,Avanzado,Desarrollador,76.41444031369525,60,12,Trabajo en Equipo,Rol de Liderazgo
369,Intermedio,Desarrollador,83.62794548376141,72,12,Técnico,Habilidades Transversales
370,Intermedio,Especialista RRHH,81.03760144064641,76,14,Resolución de Problemas,Habilidades Transversales
371,Intermedio,Representante de Ventas,57.45006725833959,20,11,Trabajo en Equipo,Expertise Técnico
372,Principiante,Desarrollador,66.14128557684286,54,6,Liderazgo,Habilidades Transversales
373,Intermedio,Especialista RRHH,80.84368868890635,1,14,Comunicación,Expertise Técnico
374,Intermedio,Especialista RRHH,100.0,2,2,Liderazgo,Habilidades Transversales
375,Principiante,Representante de Ventas,68.45077220945142,12,3,Trabajo en Equipo,Dominio de Ventas
376,Principiante,Gerente,60.016204719776695,20,18,Resolución de Problemas,Expertise Técnico
377,Principiante,Gerente,97.78324634795459,32,8,Liderazgo,Dominio de Ventas
378,Avanzado,Especialista RRHH,87.66736200711618,19,2,Resolución de Problemas,Expertise Técnico
379,Avanzado,Gerente,87.01056276172444,17,16,Liderazgo,Expertise Técnico
380,Intermedio,Analista,76.10176638781832,37,14,Resolución de Problemas,Expertise Técnico
381,Principiante,Representante de Ventas,74.49191762578397,24,19,Trabajo en Equipo,Habilidades Transversales
382,Principiante,Especialista RRHH,73.5755158983756,37,4,Técnico,Habilidades Transversales
383,Avanzado,Gerente,82.60789355976411,14,6,Liderazgo,Dominio de Ventas
384,Principiante,Gerente,87.52256518282383,28,12,Resolución de Problemas,Rol de Liderazgo
385,Avanzado,Representante de Ventas,76.63101292804132,63,10,Liderazgo,Dominio de Ventas
386,Intermedio,Desarrollador,82.7504011179047,31,9,Resolución de Problemas,Rol de Liderazgo
387,Avanzado,Gerente,88.92036804090222,71,3,Resolución de Problemas,Expertise Técnico
388,Intermedio,Representante de Ventas,84.3834501460493,42,1,Técnico,Rol de Liderazgo
389,Intermedio,Desarrollador,80.8250721109213,12,14,Resolución de Problemas,Rol de Liderazgo
390,Intermedio,Especialista RRHH,67.78204398309391,77,8,Liderazgo,Expertise Técnico
391,Avanzado,Desarrollador,68.494114807577,24,18,Trabajo en Equipo,Dominio de Ventas
392,Avanzado,Gerente,57.75608759715179,48,12,Comunicación,Expertise Técnico
393,Intermedio,Especialista RRHH,78.85717325378349,7,12,Resolución de Problemas,Expertise Técnico
394,Intermedio,Especialista RRHH,76.13175922476297,27,10,Comunicación,Rol de Liderazgo
395,Avanzado,Desarrollador,87.72790546211783,10,4,Trabajo en Equipo,Expertise Técnico
396,Avanzado,Especialista RRHH,79.56660049908812,54,5,Comunicación,Dominio de Ventas
397,Intermedio,Desarrollador,71.76106618221782,9,8,Resolución de Problemas,Rol de Liderazgo
398,Principiante,Desarrollador,70.15244173318962,58,19,Liderazgo,Dominio de Ventas
399,Principiante,Desarrollador,78.4545902912456,64,6,Técnico,Expertise Técnico
400,Avanzado,Representante de Ventas,77.52403722967873,4,16,Resolución de Problemas,Dominio de Ventas
401,Principiante,Gerente,93.23054925763358,79,9,Resolución de Problemas,Dominio de Ventas
402,Principiante,Especialista RRHH,73.9132926805422,19,11,Técnico,Expertise Técnico
403,Principiante,Analista,79.86573291545845,4,3,Técnico,Habilidades Transversales
404,Intermedio,Gerente,91.34769481739836,66,14,Técnico,Dominio de Ventas
405,Intermedio,Analista,73.5360624104198,29,5,Técnico,Habilidades Transversales
406,Principiante,Desarrollador,71.69413098977483,33,6,Técnico,Expertise Técnico
407,Principiante,Especialista RRHH,61.66095243722828,0,1,Resolución de Problemas,Habilidades Transversales
408,Intermedio,Gerente,71.3963755157235,26,13,Comunicación,Habilidades Transversales
409,Avanzado,Analista,78.77864313141123,62,9,Liderazgo,Habilidades Transversales
410,Principiante,Analista,88.7415840687162,33,3,Resolución de Problemas,Habilidades Transversales
411,Principiante,Analista,61.2572031874499,31,6,Trabajo en Equipo,Dominio de Ventas
412,Intermedio,Gerente,66.02463550592798,70,8,Resolución de Problemas,Dominio de Ventas
413,Avanzado,Representante de Ventas,56.156805647961846,45,4,Resolución de Problemas,Rol de Liderazgo
414,Intermedio,Desarrollador,93.02670294649809,67,6,Comunicación,Habilidades Transversales
415,Intermedio,Especialista RRHH,76.61131088327217,56,12,Técnico,Expertise Técnico
416,Avanzado,Analista,70.66652890249844,21,12,Trabajo en Equipo,Dominio de Ventas
417,Principiante,Gerente,57.03353525356846,28,7,Comunicación,Habilidades Transversales
418,Principiante,Analista,74.98047833385115,44,16,Liderazgo,Expertise Técnico
419,Intermedio,Gerente,70.96018177003077,44,7,Trabajo en Equipo,Rol de Liderazgo
420,Avanzado,Representante de Ventas,57.067614275161716,66,3,Trabajo en Equipo,Expertise Técnico
421,Intermedio,Analista,72.12208325347709,20,13,Comunicación,Expertise Técnico
422,Avanzado,Analista,87.25199405583459,20,9,Trabajo en Equipo,Habilidades Transversales
423,Intermedio,Especialista RRHH,72.39677058144937,59,11,Resolución de Problemas,Dominio de Ventas
424,Intermedio,Gerente,86.76529969395217,28,7,Resolución de Problemas,Expertise Técnico
425,Principiante,Gerente,90.56758446307894,32,15,Técnico,Expertise Técnico
426,Principiante,Representante de Ventas,72.31599262367422,38,1,Comunicación,Rol de Liderazgo
427,Intermedio,Analista,74.10627829062545,61,2,Resolución de Problemas,Dominio de Ventas
428,Principiante,Especialista RRHH,80.01463514397027,70,1,Trabajo en Equipo,Dominio de Ventas
429,Principiante,Desarrollador,85.22648263320477,44,15,Trabajo en Equipo,Dominio de Ventas
430,Avanzado,Especialista RRHH,89.22435980532606,57,4,Resolución de Problemas,Dominio de Ventas
431,Avanzado,Especialista RRHH,90.18545554668505,72,4,Comunicación,Dominio de Ventas
432,Principiante,Especialista RRHH,67.66447687452361,0,14,Comunicación,Rol de Liderazgo
433,Intermedio,Especialista RRHH,89.54664714278844,10,5,Liderazgo,Dominio de Ventas
434,Principiante,Analista,80.14573527782603,31,1,Comunicación,Dominio de Ventas
435,Principiante,Especialista RRHH,69.78128991120681,73,15,Resolución de Problemas,Habilidades Transversales
436,Intermedio,Gerente,63.558115998745805,48,7,Liderazgo,Rol de Liderazgo
437,Intermedio,Gerente,67.0155917489111,75,16,Trabajo en Equipo,Rol de Liderazgo
438,Principiante,Especialista RRHH,78.64370543058627,29,14,Resolución de Problemas,Dominio de Ventas
439,Intermedio,Gerente,70.08620392595708,59,15,Técnico,Expertise Técnico
440,Principiante,Analista,78.62472087129123,9,15,Técnico,Habilidades Transversales
441,Avanzado,Desarrollador,63.729517874886376,75,1,Comunicación,Habilidades Transversales
442,Intermedio,Especialista RRHH,67.46208575220255,20,19,Liderazgo,Expertise Técnico
443,Intermedio,Gerente,74.10099088239149,5,7,Liderazgo,Dominio de Ventas
444,Principiante,Gerente,73.27909418568778,37,18,Trabajo en Equipo,Dominio de Ventas
445,Intermedio,Analista,62.23009157668645,57,15,Comunicación,Rol de Liderazgo
446,Intermedio,Analista,68.70951757279461,7,13,Liderazgo,Dominio de Ventas
447,Avanzado,Desarrollador,57.56031829118477,69,19,Resolución de Problemas,Rol de Liderazgo
448,Principiante,Representante de Ventas,75.66314303792126,62,18,Trabajo en Equipo,Rol de Liderazgo
449,Avanzado,Representante de Ventas,90.27769146258143,33,4,Liderazgo,Habilidades Transversales
450,Intermedio,Representante de Ventas,67.33888488125714,48,18,Técnico,Expertise Técnico
451,Principiante,Desarrollador,65.46609702819117,39,4,Técnico,Expertise Técnico
452,Intermedio,Especialista RRHH,84.82619657761393,28,16,Liderazgo,Rol de Liderazgo
453,Intermedio,Representante de Ventas,63.2927537182907,8,14,Técnico,Habilidades Transversales
454,Avanzado,Representante de Ventas,85.05532636077292,20,14,Resolución de Problemas,Expertise Técnico
455,Intermedio,Gerente,62.98055414023639,31,7,Trabajo en Equipo,Rol de Liderazgo
456,Intermedio,Gerente,71.44514665465776,71,13,Resolución de Problemas,Rol de Liderazgo
457,Principiante,Especialista RRHH,72.58867795240661,54,14,Técnico,Expertise Técnico
458,Principiante,Analista,82.04404036884243,42,10,Liderazgo,Expertise Técnico
459,Intermedio,Desarrollador,93.7231496015475,9,13,Liderazgo,Expertise Técnico
460,Intermedio,Representante de Ventas,71.53584909146518,48,6,Trabajo en Equipo,Habilidades Transversales
461,Intermedio,Desarrollador,74.81448561963515,12,11,Técnico,Rol de Liderazgo
462,Principiante,Gerente,57.90279453743686,40,6,Técnico,Dominio de Ventas
463,Principiante,Desarrollador,74.59175840009459,78,11,Técnico,Expertise Técnico
464,Intermedio,Gerente,86.54785262224206,30,19,Comunicación,Habilidades Transversales
465,Avanzado,Desarrollador,98.62865074912757,31,17,Liderazgo,Habilidades Transversales
466,Intermedio,Gerente,71.406470690587,44,3,Técnico,Expertise Técnico
467,Intermedio,Desarrollador,82.16809282373121,12,1,Trabajo en Equipo,Expertise Técnico
468,Intermedio,Representante de Ventas,86.57505179130496,24,16,Comunicación,Expertise Técnico
469,Principiante,Representante de Ventas,60.61660391291006,67,12,Técnico,Expertise Técnico
470,Intermedio,Especialista RRHH,89.18590408175952,14,14,Liderazgo,Habilidades Transversales
471,Intermedio,Desarrollador,66.9301292224812,63,18,Comunicación,Expertise Técnico
472,Avanzado,Analista,77.64584376687446,59,3,Resolución de Problemas,Rol de Liderazgo
473,Intermedio,Especialista RRHH,62.37111555167942,7,8,Trabajo en Equipo,Rol de Liderazgo
474,Principiante,Desarrollador,71.33503997121458,73,18,Liderazgo,Expertise Técnico
475,Intermedio,Analista,58.11854303385695,16,16,Resolución de Problemas,Expertise Técnico
476,Intermedio,Representante de Ventas,77.66521150728792,4,15,Liderazgo,Habilidades Transversales
477,Principiante,Representante de Ventas,90.34821474977758,12,2,Trabajo en Equipo,Rol de Liderazgo
478,Avanzado,Representante de Ventas,75.32845545660554,20,16,Técnico,Rol de Liderazgo
479,Avanzado,Analista,60.57981838087998,43,10,Resolución de Problemas,Habilidades Transversales
480,Intermedio,Gerente,71.61594621468568,75,11,Resolución de Problemas,Expertise Técnico
481,Intermedio,Desarrollador,77.13618002351447,52,19,Comunicación,Dominio de Ventas
482,Intermedio,Especialista RRHH,73.54337345534927,27,19,Técnico,Habilidades Transversales
483,Intermedio,Especialista RRHH,81.7875030615098,65,10,Trabajo en Equipo,Habilidades Transversales
484,Principiante,Representante de Ventas,95.15601544867188,20,17,Comunicación,Dominio de Ventas
485,Principiante,Gerente,74.41149834335143,56,1,Resolución de Problemas,Rol de Liderazgo
486,Principiante,Desarrollador,73.69751478765137,54,7,Liderazgo,Habilidades Transversales
487,Intermedio,Desarrollador,67.78828397178525,1,16,Trabajo en Equipo,Rol de Liderazgo
488,Intermedio,Especialista RRHH,85.30124384314296,64,11,Comunicación,Rol de Liderazgo
489,Intermedio,Especialista RRHH,94.10674970585502,76,18,Técnico,Habilidades Transversales
490,Intermedio,Especialista RRHH,73.10162667884482,2,1,Liderazgo,Habilidades Transversales
491,Intermedio,Desarrollador,77.54632266363176,58,2,Comunicación,Expertise Técnico
492,Intermedio,Especialista RRHH,76.62635239773513,62,2,Trabajo en Equipo,Rol de Liderazgo
493,Intermedio,Desarrollador,67.3175900511688,4,6,Liderazgo,Habilidades Transversales
494,Intermedio,Representante de Ventas,82.32623608123946,65,8,Comunicación,Rol de Liderazgo
495,Intermedio,Gerente,74.59488543345181,17,14,Comunicación,Habilidades Transversales
496,Avanzado,Especialista RRHH,77.27049029155798,8,8,Trabajo en Equipo,Habilidades Transversales
497,Intermedio,Desarrollador,84.65835666290018,21,17,Técnico,Expertise Técnico
498,Principiante,Representante de Ventas,71.73285244568125,27,5,Liderazgo,Expertise Técnico
499,Avanzado,Analista,75.93783820819984,59,3,Comunicación,Expertise Técnico
500,Intermedio,Representante de Ventas,67.74580186750586,11,18,Trabajo en Equipo,Habilidades Transversales
501,Principiante,Gerente,64.08307549062653,36,10,Comunicación,Expertise Técnico
502,Principiante,Representante de Ventas,76.21331529255,41,4,Trabajo en Equipo,Rol de Liderazgo
503,Intermedio,Especialista RRHH,77.07709884740852,53,10,Trabajo en Equipo,Rol de Liderazgo
504,Intermedio,Especialista RRHH,84.23119854260217,41,18,Comunicación,Habilidades Transversales
505,Intermedio,Analista,67.3670116328629,66,13,Trabajo en Equipo,Expertise Técnico
506,Principiante,Desarrollador,64.50144631816099,55,17,Liderazgo,Dominio de Ventas
507,Intermedio,Representante de Ventas,92.77575096397655,45,14,Trabajo en Equipo,Habilidades Transversales
508,Principiante,Analista,76.3118727499932,4,19,Técnico,Dominio de Ventas
