Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
6.7,28.0,Universitario,Salud,Desarrollo,0.129,0.073,44,51,3,Otro,50000
5.7,46.0,Postgrado,Salud,Ventas,0.127,0.031,49,55,5,Masculino,75000
3.6,34.0,Universitario,Educación,Desarrollo,0.071,0.094,46,51,4,Femenino,40000
6.8,36.0,Secundaria,Educación,Finanzas,0.213,0.038,48,59,1,Otro,29000
5.6,41.0,Técnico,Tecnología,Finanzas,0.204,0.041,25,30,5,Femenino,30000
6.6,41.0,Universitario,Salud,Desarrollo,0.176,0.063,7,8,4,Otro,45000
6.3,37.0,Postgrado,Manufactura,Ventas,0.07,0.063,6,6,5,Otro,70000
3.3,33.0,Secundaria,Educación,Finanzas,0.102,0.062,15,17,3,Femenino,26000
3.9,32.0,Técnico,Educación,Recursos Humanos,0.142,0.062,28,32,5,Masculino,39000
6.5,42.0,Universitario,Finanzas,Operaciones,0.103,0.038,28,31,1,Masculino,41000
6.2,39.0,Técnico,Tecnología,Ventas,0.137,0.049,25,29,4,Otro,33000
5.0,33.0,Técnico,Salud,Ventas,0.095,0.063,29,32,3,Masculino,38000
5.2,44.0,Postgrado,Salud,Operaciones,0.12,0.07,8,9,5,Femenino,77000
7.6,34.0,Universitario,Salud,Operaciones,0.18,0.033,44,52,2,Otro,53000
3.8,28.0,Postgrado,Educación,Finanzas,0.228,0.073,47,59,3,Femenino,73000
6.1,29.0,Secundaria,Tecnología,Desarrollo,0.127,0.093,27,31,3,Femenino,23000
4.6,27.0,Técnico,Salud,Desarrollo,0.188,0.078,28,34,1,Masculino,39000
4.6,33.0,Postgrado,Manufactura,Recursos Humanos,0.077,0.018,25,27,1,Femenino,70000
7.2,45.0,Postgrado,Finanzas,Desarrollo,0.158,0.052,6,7,5,Otro,60000
6.7,29.0,Secundaria,Finanzas,Recursos Humanos,0.234,0.049,27,33,2,Otro,27000
6.6,37.0,Universitario,Salud,Recursos Humanos,0.056,0.04,19,20,3,Femenino,45000
7.6,30.0,Postgrado,Educación,Ventas,0.104,0.054,30,33,5,Femenino,70000
5.0,33.0,Técnico,Finanzas,Ventas,0.076,0.05,30,33,2,Otro,36000
6.4,23.0,Técnico,Finanzas,Finanzas,0.157,0.011,32,37,5,Masculino,35000
4.4,33.0,Técnico,Finanzas,Operaciones,0.186,0.031,30,36,3,Masculino,36000
5.6,33.0,Técnico,Finanzas,Operaciones,0.062,0.029,49,52,5,Masculino,34000
4.7,39.0,Postgrado,Salud,Recursos Humanos,0.064,0.041,6,6,1,Femenino,78000
5.2,37.0,Técnico,Tecnología,Operaciones,0.224,0.026,39,48,1,Femenino,35000
6.2,25.0,Postgrado,Tecnología,Recursos Humanos,0.141,0.016,36,41,4,Otro,69000
3.4,44.0,Universitario,Educación,Operaciones,0.143,0.028,34,39,2,Otro,48000
9.2,37.0,Técnico,Manufactura,Finanzas,0.239,0.087,24,30,3,Otro,31000
3.0,37.0,Universitario,Tecnología,Ventas,0.114,0.082,17,19,2,Otro,56000
2.6,35.0,Postgrado,Manufactura,Ventas,0.229,0.05,31,38,1,Masculino,72000
7.3,31.0,Secundaria,Tecnología,Recursos Humanos,0.245,0.089,27,34,3,Femenino,23000
6.6,37.0,Universitario,Tecnología,Operaciones,0.098,0.031,20,22,4,Femenino,46000
6.2,39.0,Técnico,Educación,Desarrollo,0.153,0.063,35,41,1,Masculino,37000
6.3,21.0,Secundaria,Finanzas,Finanzas,0.157,0.023,16,18,1,Otro,20000
5.0,31.0,Universitario,Educación,Operaciones,0.223,0.085,37,46,2,Otro,45000
3.2,33.0,Postgrado,Tecnología,Desarrollo,0.111,0.022,42,47,5,Femenino,60000
5.2,37.0,Postgrado,Finanzas,Finanzas,0.21,0.013,49,59,2,Otro,67000
3.6,45.0,Postgrado,Finanzas,Finanzas,0.244,0.035,36,45,1,Femenino,71000
7.0,29.0,Universitario,Finanzas,Ventas,0.218,0.091,6,7,2,Masculino,55000
4.7,31.0,Postgrado,Manufactura,Recursos Humanos,0.232,0.022,27,33,5,Femenino,60000
3.3,31.0,Universitario,Tecnología,Operaciones,0.192,0.04,36,43,4,Masculino,43000
4.4,29.0,Técnico,Salud,Finanzas,0.231,0.038,19,23,3,Otro,32000
5.8,32.0,Técnico,Educación,Operaciones,0.083,0.082,44,49,1,Femenino,31000
3.9,41.0,Universitario,Manufactura,Finanzas,0.192,0.048,45,54,2,Otro,47000
3.4,27.0,Universitario,Educación,Ventas,0.196,0.065,44,54,1,Otro,45000
5.5,38.0,Secundaria,Salud,Recursos Humanos,0.138,0.046,12,13,3,Otro,23000
5.5,21.0,Postgrado,Finanzas,Desarrollo,0.066,0.06,47,51,2,Femenino,62000
4.0,31.0,Técnico,Salud,Desarrollo,0.174,0.016,26,30,4,Otro,35000
4.1,32.0,Técnico,Educación,Ventas,0.06,0.044,42,45,3,Femenino,35000
5.5,48.0,Secundaria,Salud,Finanzas,0.126,0.087,38,44,5,Otro,24000
2.1,33.0,Universitario,Tecnología,Ventas,0.129,0.072,5,5,5,Masculino,58000
2.2,18.0,Universitario,Salud,Recursos Humanos,0.25,0.098,14,18,1,Femenino,49000
3.6,19.0,Secundaria,Tecnología,Desarrollo,0.11,0.081,44,50,5,Masculino,28000
4.6,35.0,Postgrado,Salud,Operaciones,0.214,0.051,20,24,2,Masculino,73000
5.6,40.0,Universitario,Tecnología,Desarrollo,0.061,0.071,28,30,5,Femenino,44000
8.0,38.0,Universitario,Tecnología,Recursos Humanos,0.156,0.08,28,33,4,Femenino,46000
6.7,36.0,Postgrado,Salud,Finanzas,0.157,0.034,18,21,2,Femenino,76000
4.7,44.0,Postgrado,Manufactura,Ventas,0.176,0.015,30,35,1,Otro,76000
5.0,31.0,Secundaria,Finanzas,Desarrollo,0.212,0.047,43,53,1,Otro,28000
3.0,42.0,Secundaria,Finanzas,Desarrollo,0.202,0.023,22,26,5,Masculino,25000
5.0,22.0,Secundaria,Finanzas,Operaciones,0.202,0.035,24,29,5,Femenino,26000
4.4,28.0,Universitario,Tecnología,Ventas,0.136,0.095,45,53,1,Masculino,46000
5.6,21.0,Secundaria,Finanzas,Operaciones,0.195,0.086,40,49,2,Otro,20000
3.3,33.0,Universitario,Tecnología,Operaciones,0.148,0.063,28,33,3,Masculino,41000
6.0,35.0,Técnico,Manufactura,Finanzas,0.063,0.046,30,32,1,Masculino,39000
8.1,36.0,Postgrado,Salud,Desarrollo,0.228,0.034,33,41,4,Femenino,78000
4.8,35.0,Postgrado,Salud,Ventas,0.228,0.061,26,32,2,Femenino,67000
5.8,28.0,Técnico,Tecnología,Finanzas,0.115,0.058,15,17,3,Masculino,38000
6.4,33.0,Secundaria,Tecnología,Finanzas,0.233,0.08,45,57,3,Otro,27000
4.2,23.0,Universitario,Manufactura,Finanzas,0.202,0.094,15,18,2,Masculino,51000
5.4,46.0,Universitario,Finanzas,Recursos Humanos,0.13,0.04,7,8,1,Otro,57000
5.0,33.0,Universitario,Manufactura,Recursos Humanos,0.116,0.029,25,28,3,Masculino,41000
5.2,31.0,Postgrado,Salud,Finanzas,0.245,0.046,15,19,4,Masculino,74000
3.5,48.0,Secundaria,Salud,Recursos Humanos,0.193,0.049,12,14,2,Femenino,29000
5.0,25.0,Universitario,Finanzas,Ventas,0.126,0.014,35,39,5,Masculino,46000
6.0,26.0,Universitario,Salud,Desarrollo,0.178,0.088,14,17,1,Otro,48000
7.9,26.0,Universitario,Tecnología,Ventas,0.164,0.1,10,12,2,Masculino,56000
6.9,34.0,Técnico,Salud,Desarrollo,0.155,0.093,21,25,4,Masculino,38000
9.3,38.0,Universitario,Educación,Recursos Humanos,0.179,0.087,42,51,3,Otro,46000
3.5,41.0,Técnico,Finanzas,Ventas,0.158,0.099,11,13,1,Masculino,32000
6.7,56.0,Universitario,Finanzas,Operaciones,0.181,0.092,36,44,1,Masculino,41000
5.4,18.0,Universitario,Finanzas,Finanzas,0.232,0.072,17,21,2,Masculino,42000
9.4,40.0,Universitario,Educación,Desarrollo,0.249,0.025,10,12,2,Masculino,41000
3.4,31.0,Técnico,Manufactura,Desarrollo,0.192,0.024,7,8,4,Otro,39000
3.3,30.0,Universitario,Tecnología,Operaciones,0.236,0.014,31,38,5,Otro,52000
3.8,30.0,Secundaria,Finanzas,Operaciones,0.222,0.047,49,61,2,Otro,21000
0.8,28.0,Universitario,Salud,Finanzas,0.109,0.083,46,52,2,Otro,59000
3.9,48.0,Técnico,Tecnología,Recursos Humanos,0.237,0.054,30,37,2,Masculino,35000
3.5,42.0,Técnico,Salud,Ventas,0.064,0.043,8,8,4,Otro,32000
5.3,35.0,Secundaria,Tecnología,Ventas,0.116,0.02,41,46,3,Masculino,28000
5.7,46.0,Postgrado,Tecnología,Ventas,0.178,0.015,25,29,5,Femenino,64000
8.8,23.0,Secundaria,Salud,Recursos Humanos,0.155,0.046,32,37,4,Masculino,24000
6.9,24.0,Secundaria,Salud,Finanzas,0.158,0.019,22,25,2,Masculino,26000
3.8,18.0,Técnico,Tecnología,Ventas,0.209,0.019,36,43,3,Otro,38000
3.2,29.0,Universitario,Finanzas,Desarrollo,0.089,0.046,43,47,2,Otro,52000
6.0,36.0,Universitario,Salud,Desarrollo,0.246,0.055,37,47,4,Otro,40000
2.4,36.0,Postgrado,Educación,Desarrollo,0.137,0.027,30,34,1,Femenino,68000
8.7,36.0,Postgrado,Educación,Operaciones,0.24,0.072,21,26,2,Masculino,61000
7.4,24.0,Postgrado,Tecnología,Operaciones,0.127,0.048,33,37,3,Femenino,62000
4.1,41.0,Postgrado,Manufactura,Recursos Humanos,0.17,0.018,24,28,5,Masculino,71000
1.6,37.0,Secundaria,Tecnología,Ventas,0.14,0.067,34,39,1,Masculino,24000
7.7,41.0,Secundaria,Tecnología,Operaciones,0.185,0.042,9,10,2,Femenino,29000
4.8,20.0,Universitario,Finanzas,Desarrollo,0.087,0.015,10,10,2,Femenino,51000
7.5,37.0,Secundaria,Finanzas,Operaciones,0.13,0.095,46,54,3,Masculino,23000
1.8,25.0,Universitario,Manufactura,Desarrollo,0.064,0.061,14,15,1,Femenino,51000
3.8,32.0,Universitario,Manufactura,Ventas,0.17,0.053,10,11,1,Otro,44000
5.0,39.0,Universitario,Manufactura,Recursos Humanos,0.243,0.087,14,18,1,Masculino,53000
5.1,36.0,Universitario,Manufactura,Finanzas,0.059,0.094,46,50,2,Otro,53000
4.1,28.0,Técnico,Manufactura,Finanzas,0.182,0.03,25,29,1,Femenino,39000
6.2,35.0,Universitario,Tecnología,Desarrollo,0.205,0.083,48,59,2,Otro,49000
2.9,23.0,Secundaria,Tecnología,Operaciones,0.093,0.085,8,9,2,Femenino,24000
4.7,44.0,Secundaria,Educación,Operaciones,0.105,0.015,17,18,1,Otro,21000
5.2,33.0,Secundaria,Educación,Desarrollo,0.09,0.074,14,15,4,Femenino,20000
6.0,44.0,Secundaria,Salud,Ventas,0.109,0.016,20,22,5,Masculino,29000
6.4,31.0,Técnico,Tecnología,Desarrollo,0.072,0.064,23,25,5,Masculino,37000
2.8,31.0,Postgrado,Manufactura,Ventas,0.124,0.07,10,11,4,Masculino,78000
1.9,29.0,Postgrado,Salud,Recursos Humanos,0.124,0.043,30,34,1,Masculino,71000
7.6,42.0,Universitario,Finanzas,Recursos Humanos,0.211,0.089,13,16,2,Femenino,55000
5.7,29.0,Universitario,Tecnología,Desarrollo,0.21,0.082,14,17,3,Otro,51000
3.5,40.0,Secundaria,Educación,Recursos Humanos,0.209,0.093,44,55,4,Masculino,25000
8.1,32.0,Secundaria,Tecnología,Operaciones,0.163,0.038,7,8,5,Femenino,25000
5.2,19.0,Postgrado,Tecnología,Ventas,0.115,0.012,23,25,5,Femenino,78000
7.4,30.0,Postgrado,Tecnología,Finanzas,0.132,0.083,39,45,2,Masculino,62000
5.1,26.0,Secundaria,Tecnología,Finanzas,0.114,0.03,10,11,5,Masculino,24000
9.1,35.0,Universitario,Finanzas,Recursos Humanos,0.166,0.052,33,39,5,Femenino,54000
8.5,25.0,Técnico,Educación,Ventas,0.238,0.084,23,29,2,Otro,30000
4.5,42.0,Técnico,Tecnología,Operaciones,0.107,0.029,48,53,1,Femenino,38000
6.9,34.0,Postgrado,Finanzas,Finanzas,0.142,0.038,19,22,5,Masculino,71000
6.3,34.0,Postgrado,Salud,Operaciones,0.181,0.05,42,50,1,Masculino,76000
7.7,40.0,Postgrado,Tecnología,Operaciones,0.219,0.034,25,30,3,Masculino,64000
3.1,43.0,Técnico,Finanzas,Finanzas,0.101,0.052,48,54,1,Otro,34000
6.4,35.0,Técnico,Manufactura,Finanzas,0.106,0.011,43,47,2,Otro,36000
7.1,29.0,Secundaria,Salud,Recursos Humanos,0.227,0.029,27,33,2,Otro,22000
1.5,21.0,Universitario,Educación,Ventas,0.066,0.085,24,26,2,Femenino,42000
2.6,30.0,Postgrado,Tecnología,Desarrollo,0.171,0.047,46,54,5,Femenino,76000
0.9,30.0,Secundaria,Tecnología,Ventas,0.222,0.067,6,7,4,Otro,27000
4.5,36.0,Técnico,Finanzas,Desarrollo,0.234,0.031,49,61,5,Otro,31000
6.4,32.0,Secundaria,Educación,Finanzas,0.053,0.068,36,39,1,Masculino,22000
8.0,41.0,Técnico,Manufactura,Operaciones,0.124,0.1,32,37,3,Masculino,36000
5.1,30.0,Universitario,Salud,Ventas,0.101,0.064,8,9,3,Femenino,49000
8.3,35.0,Técnico,Educación,Operaciones,0.164,0.067,11,13,3,Otro,39000
2.2,44.0,Secundaria,Tecnología,Ventas,0.177,0.02,7,8,3,Otro,27000
1.6,38.0,Universitario,Finanzas,Ventas,0.25,0.046,29,36,4,Femenino,48000
4.9,35.0,Técnico,Manufactura,Operaciones,0.153,0.087,13,15,3,Otro,37000
5.8,30.0,Postgrado,Finanzas,Recursos Humanos,0.16,0.085,27,32,5,Masculino,66000
4.9,30.0,Técnico,Salud,Finanzas,0.133,0.057,27,31,3,Otro,39000
0.9,28.0,Universitario,Educación,Recursos Humanos,0.08,0.091,30,33,2,Femenino,40000
4.8,31.0,Secundaria,Finanzas,Recursos Humanos,0.111,0.023,44,49,1,Femenino,20000
2.4,41.0,Universitario,Finanzas,Ventas,0.099,0.069,22,24,5,Otro,53000
6.3,33.0,Secundaria,Tecnología,Finanzas,0.21,0.032,28,34,4,Femenino,27000
5.7,24.0,Técnico,Finanzas,Ventas,0.159,0.068,31,36,5,Masculino,36000
3.1,49.0,Técnico,Manufactura,Desarrollo,0.109,0.018,49,54,2,Masculino,31000
4.0,38.0,Universitario,Educación,Ventas,0.148,0.095,6,7,3,Masculino,48000
2.9,24.0,Postgrado,Salud,Operaciones,0.094,0.081,5,5,3,Otro,74000
4.9,31.0,Técnico,Finanzas,Ventas,0.087,0.028,20,22,4,Femenino,30000
6.9,36.0,Postgrado,Manufactura,Desarrollo,0.222,0.067,47,59,1,Masculino,70000
3.0,49.0,Postgrado,Salud,Ventas,0.239,0.078,28,35,3,Femenino,78000
6.0,26.0,Universitario,Manufactura,Desarrollo,0.066,0.029,40,43,4,Femenino,49000
3.9,43.0,Técnico,Finanzas,Finanzas,0.203,0.018,15,18,3,Femenino,31000
3.4,46.0,Postgrado,Finanzas,Ventas,0.141,0.042,30,34,5,Masculino,63000
4.8,30.0,Técnico,Educación,Desarrollo,0.128,0.022,10,11,4,Femenino,31000
2.9,33.0,Secundaria,Tecnología,Finanzas,0.188,0.061,30,36,4,Masculino,21000
3.9,27.0,Postgrado,Manufactura,Operaciones,0.103,0.048,33,37,4,Masculino,79000
2.6,33.0,Universitario,Tecnología,Recursos Humanos,0.054,0.052,47,50,3,Masculino,51000
8.9,35.0,Universitario,Tecnología,Desarrollo,0.093,0.059,5,5,4,Otro,48000
5.1,40.0,Postgrado,Salud,Operaciones,0.087,0.098,13,14,5,Femenino,77000
3.6,44.0,Técnico,Salud,Finanzas,0.057,0.081,31,34,1,Otro,35000
5.4,29.0,Secundaria,Manufactura,Operaciones,0.114,0.067,11,12,1,Otro,26000
4.8,19.0,Secundaria,Tecnología,Ventas,0.145,0.043,7,8,2,Otro,22000
4.6,35.0,Universitario,Educación,Recursos Humanos,0.197,0.012,13,15,5,Otro,59000
6.2,37.0,Universitario,Tecnología,Desarrollo,0.115,0.02,6,6,5,Masculino,54000
6.5,37.0,Técnico,Salud,Finanzas,0.089,0.076,14,15,4,Masculino,34000
3.9,32.0,Universitario,Tecnología,Recursos Humanos,0.096,0.043,21,23,2,Femenino,50000
3.8,36.0,Técnico,Finanzas,Finanzas,0.228,0.04,35,43,5,Femenino,31000
4.4,47.0,Postgrado,Finanzas,Operaciones,0.091,0.09,5,5,5,Masculino,67000
0.4,38.0,Secundaria,Educación,Finanzas,0.226,0.054,22,27,5,Femenino,28000
2.0,32.0,Postgrado,Manufactura,Finanzas,0.139,0.091,10,11,3,Femenino,70000
7.7,31.0,Universitario,Tecnología,Operaciones,0.237,0.09,42,53,5,Otro,57000
8.3,34.0,Secundaria,Finanzas,Operaciones,0.132,0.017,45,51,3,Otro,29000
4.5,48.0,Secundaria,Manufactura,Recursos Humanos,0.086,0.095,46,52,5,Otro,29000
6.2,34.0,Postgrado,Finanzas,Desarrollo,0.16,0.017,8,9,1,Otro,60000
5.6,35.0,Técnico,Manufactura,Operaciones,0.168,0.097,44,53,3,Otro,33000
11.2,31.0,Secundaria,Manufactura,Recursos Humanos,0.177,0.051,8,9,3,Masculino,20000
7.2,44.0,Técnico,Finanzas,Finanzas,0.132,0.078,39,45,4,Otro,30000
4.7,51.0,Postgrado,Salud,Finanzas,0.06,0.074,8,8,5,Otro,64000
3.1,39.0,Postgrado,Manufactura,Ventas,0.175,0.057,5,6,2,Masculino,62000
1.8,36.0,Técnico,Tecnología,Operaciones,0.237,0.066,45,57,2,Otro,36000
5.4,35.0,Postgrado,Finanzas,Recursos Humanos,0.242,0.095,47,60,2,Femenino,64000
3.5,18.0,Secundaria,Salud,Recursos Humanos,0.169,0.093,35,42,2,Masculino,29000
2.2,41.0,Postgrado,Finanzas,Desarrollo,0.054,0.069,23,25,1,Femenino,66000
3.7,36.0,Postgrado,Educación,Recursos Humanos,0.071,0.069,25,27,2,Femenino,76000
2.8,38.0,Secundaria,Tecnología,Operaciones,0.217,0.032,34,41,4,Masculino,20000
8.4,29.0,Técnico,Educación,Recursos Humanos,0.216,0.085,11,13,2,Masculino,36000
6.8,32.0,Postgrado,Manufactura,Ventas,0.239,0.067,9,11,4,Otro,65000
5.0,32.0,Técnico,Manufactura,Finanzas,0.163,0.084,6,7,3,Masculino,38000
8.0,43.0,Secundaria,Educación,Finanzas,0.223,0.069,7,8,5,Masculino,27000
5.2,32.0,Técnico,Educación,Recursos Humanos,0.215,0.037,19,23,2,Otro,35000
3.3,52.0,Técnico,Manufactura,Recursos Humanos,0.168,0.027,43,50,4,Otro,35000
8.0,38.0,Universitario,Salud,Recursos Humanos,0.207,0.017,41,49,4,Masculino,48000
6.1,25.0,Universitario,Tecnología,Recursos Humanos,0.075,0.063,14,15,5,Otro,59000
2.9,34.0,Postgrado,Finanzas,Ventas,0.178,0.036,13,15,3,Otro,70000
4.6,30.0,Universitario,Educación,Operaciones,0.241,0.067,27,34,2,Otro,50000
3.2,18.0,Universitario,Tecnología,Ventas,0.082,0.015,18,19,4,Femenino,47000
2.2,48.0,Universitario,Finanzas,Ventas,0.199,0.044,49,59,2,Otro,42000
6.9,41.0,Técnico,Finanzas,Ventas,0.114,0.033,37,41,1,Femenino,33000
8.8,39.0,Técnico,Educación,Finanzas,0.213,0.043,20,24,4,Masculino,36000
2.2,36.0,Universitario,Salud,Ventas,0.189,0.015,24,28,3,Femenino,42000
6.1,24.0,Secundaria,Salud,Recursos Humanos,0.235,0.075,12,15,5,Femenino,22000
3.7,31.0,Universitario,Tecnología,Ventas,0.192,0.021,42,50,4,Femenino,47000
4.0,42.0,Secundaria,Tecnología,Recursos Humanos,0.132,0.011,38,43,1,Femenino,24000
3.8,27.0,Técnico,Manufactura,Operaciones,0.052,0.095,35,38,5,Femenino,34000
3.3,18.0,Secundaria,Salud,Finanzas,0.209,0.027,49,59,3,Femenino,27000
5.1,33.0,Técnico,Tecnología,Operaciones,0.132,0.085,12,14,2,Masculino,35000
3.3,34.0,Secundaria,Manufactura,Operaciones,0.184,0.097,29,35,2,Masculino,24000
5.5,36.0,Técnico,Finanzas,Finanzas,0.071,0.058,45,49,4,Masculino,30000
4.9,41.0,Técnico,Tecnología,Recursos Humanos,0.228,0.057,17,21,5,Femenino,34000
4.5,40.0,Universitario,Manufactura,Recursos Humanos,0.137,0.043,22,25,1,Otro,47000
3.2,37.0,Postgrado,Salud,Recursos Humanos,0.234,0.048,45,56,1,Femenino,68000
3.8,45.0,Postgrado,Finanzas,Finanzas,0.191,0.053,38,46,3,Masculino,65000
6.5,23.0,Técnico,Tecnología,Ventas,0.074,0.024,40,43,5,Femenino,39000
6.0,39.0,Universitario,Salud,Desarrollo,0.166,0.043,21,24,5,Masculino,42000
3.0,40.0,Postgrado,Finanzas,Ventas,0.232,0.083,16,20,2,Otro,67000
5.2,25.0,Postgrado,Educación,Ventas,0.21,0.026,20,24,3,Otro,64000
6.5,23.0,Universitario,Salud,Operaciones,0.134,0.076,17,19,3,Masculino,41000
1.7,29.0,Universitario,Educación,Desarrollo,0.241,0.069,15,19,3,Masculino,55000
6.1,30.0,Postgrado,Tecnología,Recursos Humanos,0.104,0.015,18,20,5,Femenino,60000
3.7,41.0,Postgrado,Manufactura,Ventas,0.125,0.012,46,52,2,Femenino,61000
6.1,30.0,Secundaria,Tecnología,Finanzas,0.2,0.042,32,39,3,Femenino,22000
3.5,28.0,Secundaria,Salud,Ventas,0.097,0.072,28,31,2,Otro,28000
1.4,30.0,Técnico,Educación,Recursos Humanos,0.153,0.04,21,24,3,Otro,30000
1.7,44.0,Postgrado,Educación,Ventas,0.196,0.07,13,16,5,Otro,71000
5.1,35.0,Universitario,Finanzas,Operaciones,0.179,0.07,34,41,2,Femenino,41000
5.5,34.0,Universitario,Tecnología,Operaciones,0.081,0.083,41,46,4,Masculino,41000
3.2,34.0,Postgrado,Tecnología,Ventas,0.176,0.019,7,8,3,Masculino,78000
6.3,45.0,Técnico,Salud,Operaciones,0.165,0.062,12,14,5,Femenino,33000
1.7,29.0,Universitario,Educación,Finanzas,0.162,0.016,22,25,2,Femenino,56000
4.9,46.0,Postgrado,Salud,Desarrollo,0.215,0.026,34,41,1,Masculino,76000
2.6,37.0,Postgrado,Salud,Ventas,0.087,0.039,7,7,5,Masculino,72000
3.7,34.0,Técnico,Educación,Finanzas,0.2,0.074,38,47,5,Otro,39000
5.1,55.0,Postgrado,Salud,Finanzas,0.202,0.098,47,58,1,Femenino,70000
3.3,27.0,Universitario,Educación,Finanzas,0.195,0.041,32,38,1,Otro,47000
4.2,32.0,Secundaria,Salud,Recursos Humanos,0.151,0.057,41,48,4,Otro,21000
7.0,25.0,Técnico,Manufactura,Ventas,0.129,0.033,29,33,4,Masculino,33000
3.8,43.0,Postgrado,Salud,Ventas,0.129,0.071,34,39,4,Femenino,77000
6.7,49.0,Técnico,Salud,Ventas,0.197,0.043,11,13,5,Masculino,37000
2.7,48.0,Postgrado,Manufactura,Desarrollo,0.15,0.053,33,38,5,Otro,66000
6.1,45.0,Secundaria,Tecnología,Finanzas,0.118,0.061,6,6,5,Femenino,26000
7.9,33.0,Técnico,Educación,Ventas,0.175,0.072,30,36,4,Otro,39000
0.1,32.0,Postgrado,Finanzas,Operaciones,0.217,0.015,45,55,2,Otro,74000
3.4,22.0,Secundaria,Manufactura,Recursos Humanos,0.062,0.06,46,50,5,Masculino,22000
6.2,51.0,Universitario,Tecnología,Desarrollo,0.244,0.049,11,13,5,Femenino,56000
4.6,39.0,Postgrado,Salud,Recursos Humanos,0.069,0.022,22,23,5,Femenino,69000
5.7,31.0,Secundaria,Tecnología,Finanzas,0.152,0.029,10,11,4,Femenino,23000
3.8,46.0,Secundaria,Manufactura,Operaciones,0.162,0.09,45,54,3,Femenino,23000
5.2,27.0,Técnico,Salud,Finanzas,0.078,0.088,44,49,4,Otro,30000
4.7,38.0,Postgrado,Tecnología,Ventas,0.233,0.013,31,38,3,Masculino,71000
7.3,34.0,Universitario,Finanzas,Recursos Humanos,0.144,0.072,45,53,4,Femenino,46000
5.5,40.0,Postgrado,Educación,Operaciones,0.079,0.06,28,31,2,Otro,64000
5.7,34.0,Secundaria,Educación,Recursos Humanos,0.192,0.095,37,45,2,Masculino,20000
4.2,23.0,Universitario,Manufactura,Desarrollo,0.183,0.092,35,42,5,Masculino,47000
4.0,36.0,Secundaria,Salud,Operaciones,0.243,0.062,38,48,4,Masculino,21000
4.1,43.0,Técnico,Salud,Desarrollo,0.138,0.023,26,29,3,Femenino,30000
5.8,35.0,Postgrado,Educación,Operaciones,0.104,0.051,28,31,3,Otro,61000
4.2,41.0,Secundaria,Tecnología,Ventas,0.062,0.075,40,43,2,Masculino,25000
5.6,27.0,Secundaria,Salud,Recursos Humanos,0.197,0.096,32,39,5,Masculino,24000
9.2,35.0,Postgrado,Finanzas,Recursos Humanos,0.173,0.043,24,28,3,Masculino,63000
6.7,30.0,Universitario,Finanzas,Finanzas,0.245,0.081,22,28,4,Otro,47000
4.3,41.0,Secundaria,Salud,Operaciones,0.192,0.072,46,56,5,Otro,24000
7.4,35.0,Postgrado,Salud,Operaciones,0.237,0.017,36,44,4,Femenino,79000
4.2,41.0,Técnico,Educación,Desarrollo,0.248,0.06,37,47,4,Femenino,37000
0.9,44.0,Técnico,Manufactura,Operaciones,0.136,0.027,14,16,2,Otro,30000
3.0,41.0,Postgrado,Educación,Recursos Humanos,0.08,0.072,13,14,4,Femenino,68000
1.3,37.0,Secundaria,Manufactura,Operaciones,0.089,0.065,29,32,1,Otro,21000
4.3,27.0,Postgrado,Finanzas,Finanzas,0.114,0.098,17,19,5,Femenino,73000
5.0,35.0,Postgrado,Manufactura,Finanzas,0.152,0.094,49,58,1,Femenino,68000
8.4,31.0,Secundaria,Educación,Recursos Humanos,0.074,0.011,9,9,4,Otro,29000
5.7,32.0,Universitario,Salud,Recursos Humanos,0.11,0.017,35,39,4,Masculino,59000
4.6,32.0,Universitario,Manufactura,Recursos Humanos,0.112,0.079,35,40,2,Masculino,41000
6.7,27.0,Técnico,Educación,Operaciones,0.051,0.072,38,41,2,Femenino,32000
0.6,19.0,Universitario,Finanzas,Operaciones,0.121,0.082,30,34,2,Masculino,44000
5.5,30.0,Postgrado,Manufactura,Ventas,0.073,0.034,11,11,2,Masculino,63000
6.5,37.0,Secundaria,Finanzas,Desarrollo,0.136,0.086,45,53,3,Femenino,22000
2.0,24.0,Técnico,Finanzas,Operaciones,0.089,0.05,24,26,2,Masculino,32000
7.3,35.0,Universitario,Tecnología,Ventas,0.214,0.034,47,57,4,Otro,49000
5.7,50.0,Postgrado,Manufactura,Ventas,0.066,0.011,26,27,4,Otro,66000
4.2,43.0,Técnico,Educación,Finanzas,0.223,0.088,9,11,5,Masculino,37000
6.3,48.0,Secundaria,Manufactura,Operaciones,0.166,0.058,16,19,1,Otro,24000
9.5,38.0,Universitario,Manufactura,Ventas,0.142,0.098,25,29,3,Otro,52000
5.4,44.0,Postgrado,Finanzas,Finanzas,0.16,0.074,13,15,3,Masculino,68000
5.5,29.0,Secundaria,Finanzas,Desarrollo,0.125,0.017,33,37,5,Otro,23000
4.1,30.0,Postgrado,Finanzas,Finanzas,0.076,0.063,31,34,5,Femenino,61000
3.3,18.0,Postgrado,Finanzas,Desarrollo,0.203,0.012,21,25,2,Femenino,64000
6.7,44.0,Postgrado,Educación,Recursos Humanos,0.236,0.06,44,55,5,Femenino,61000
